IYR,IMO,RAILROAD,INCDTNO,IYR2,IMO2,RR2,INCDTNO2,IYR3,IMO3,RR3,INCDTNO3,DUMMY1,GXID,YEAR,MONTH,DAY,TIMEHR,TIMEMIN,AMPM,TYPE,CARS,CARSDMG,CARSHZD,EVACUATE,DIVISION,STATION,MILEPOST,STATE,TEMP,VISIBLTY,WEATHER,TRNSPD,TYPSPD,TRNNBR,TRNDIR,TONS,TYPEQ,EQATT,TRKNAME,TRKCLAS,TRKDNSTY,TYPTRK,RRCAR1,CARNBR1,POSITON1,LOADED1,RRCAR2,CARNBR2,POSITON2,LOADED2,HEADEND1,MIDMAN1,MIDREM1,RMAN1,RREM1,HEADEND2,MIDMAN2,MIDREM2,RMAN2,RREM2,LOADF1,LOADP1,EMPTYF1,EMPTYP1,CABOOSE1,LOADF2,LOADP2,EMPTYF2,EMPTYP2,CABOOSE2,EQPDMG,TRKDMG,CAUSE,CAUSE2,CASKLDRR,CASINJRR,CASKLD,CASINJ,ACCAUSE,ACCTRK,ACCTRKCL,HIGHSPD,ACCDMG,DUMMY2,STCNTY,TOTINJ,DUMMY3,TOTKLD,ENGRS,FIREMEN,CONDUCTR,BRAKEMEN,ENGHR,ENGMIN,CDTRHR,CDTRMIN,JOINTCD,REGION,DUMMY4,TYPRR,DUMMY5,RRDIV,METHOD,NARRLEN,DUMMY6,YEAR4,RREMPKLD,RREMPINJ,PASSKLD,PASSINJ,OTHERKLD,OTHERINJ,COUNTY,CNTYCD,ALCOHOL,DRUG,DUMMY7,PASSTRN,SSB1,SSB2,NARR1,NARR2,NARR3,NARR4,NARR5,NARR6,NARR7,NARR8,NARR9,NARR10,NARR11,NARR12,NARR13,NARR14,NARR15,RCL,Latitude,Longitud,SIGNAL,MOPERA,ADJUNCT1,ADJUNCT2,ADJUNCT3,SUBDIV,,,,,,,,,,,,
20,2,AWRR,200207002,,,,,20,2,AWRR,200207002,,,20,2,7,5,0,AM,01,0,0,0,0,,AUSTIN,46.9,48,34,1,1,10,E,111,3,10775,1,Y,111,1,6,1,OFOX,92121,11,Y,,,0,,5,0,0,0,0,0,0,0,0,0,88,0,0,0,0,8,0,0,0,0,130000,10500,T220,,0,0,0,0,T220,1,1,10,140500,,48C453,0,0,0,1,0,2,0,10,,10,,1,5,,3,,,,269,,2020,0,0,0,0,0,0,TRAVIS,453,0,0,,N,CWR,000-000-000,AT APPROX. 0500 THE AWRR 111 JOB DERAILED AT MP 46.9. THE TRAIN WAS TRAVELING EAST BOUND WITH 88 LOA,DS. DURING THE INVESTIGATION, IT WAS DETERMINED THAT THE RAIL HAD BROKE UNDER THE TRAIN IN THE SPIRA,L OF THE CURVE.  TOTAL OF EIGHT CARS DERAILED. NO INJURIES TO REPORT.,,,,,,,,,,,,,0,30.328.856,-97.619.219,2,3,,,,EAST,,,,,,,,,,,
20,4,UP,0420GC025,,,,,20,4,UP,0420GC025,,,20,4,27,6,43,PM,09,0,0,0,0,,BEAUMONT,281.76,48,79,3,1,5,E,YBM2,3,0,8,Y,YARD 012,1,,2,UPY,361,3,,,,0,,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,30363,M404,,0,0,0,0,M404,2,1,5,32363,,48C245,0,0,0,2,0,0,0,3,43,,,1,5,,1,,,,449,,2020,0,0,0,0,0,0,JEFFERSON,245,,,,N,CWR,000-000-000,YBM21R-27 COMPLETED HUMPING A CUT OF 58 CARS.  ONCE COMPLETE, THE FOREMAN TRIMMED TOWARDS BOWL TRACK,10 TO SHOVE LSLX1712 INTO THE BOWL.  WHILE RIDING THE PRIVATE LOCOMOTIVE, HE FELT A JOLT.  HE STOPP,ED THE MOVE AND HIS SWITCHMAN TOLD HIM NOT TO MOVE.  UPY361 & UPY461 DERAILED.  IT WAS DETERMINED TH,AT A KNUCKLE WAS WEDGED UP AGAINST THE FROG THEY WERE TRAVERSING, CAUSING THE WHEELS OF THE LOCOMOTI,VE TO JUMP OFF THE RAIL.  THERE WERE NO INJURIES.,,,,,,,,,,,3,30.072.163,-94.153.472,2,5,K,,,LAFAYETTE SUB,,,,,,,,,
20,2,NS,137017,,,,,20,2,NS,137017,,,20,2,1,11,20,PM,01,0,0,0,0,,ROANOKE,N261.0,51,39,4,2,6,E,UR22,3,0,7,Y,NORTH LADDER,1,30,2,TAEX,3077,32,Y,,,0,,3,0,0,0,0,0,0,0,0,0,27,0,22,0,0,5,0,0,0,0,9300,15383,T207,,0,0,0,0,T207,2,1,6,24683,,51C161,0,0,0,1,0,1,0,8,20,8,20,1,2,,1,,,,104,,2020,0,0,0,0,0,0,ROANOKE,161,,,,N,CWR,000-000-000,TRAIN UR22 SHOVING EAST UP THE NORTH LADDER INTO RECEIVING TRACK 14 WHEN RAIL BROKE DERAILING FIVE C,ARS.,,,,,,,,,,,,,,0,37.271.098,-79.997.944,2,5,K,,,POCAHONTAS,,,,,,,,,,,,
20,2,UP,0220TO012,,,,,20,2,UP,0220TO012,,,20,2,8,10,26,PM,11,28,0,0,0,,ELM MOTT,178.8,48,56,4,1,40,E,MHOS,4,13397,1,Y,SINGLE MAIN TRACK,4,47.9,1,UP,5585,1,,UP,5585,1,,5,0,0,0,0,0,0,0,0,0,79,0,81,0,0,0,0,0,0,0,38128,0,E73L,,0,0,0,0,E73L,1,4,40,38128,,48C309,0,0,0,1,0,1,0,5,14,5,14,1,5,,1,,,,127,,2020,0,0,0,0,0,0,MCLENNAN,309,,,,N,OTH,000-000-000,MHOSS-08,LEAD UNIT UP2756,A CITIZEN REPORTED FIRE COMING FROM THE STACK ON LOCOMOTIVE UP5585.  NO,DERAILMENT OR TRACK DAMAGE.,,,,,,,,,,,,,,0,31.776.035,-97.100.046,1,1,Q,,,FT WORTH SUB,,,,,,,,,,
20,4,UP,0420HO012,,,,,20,4,UP,0420HO012,,,20,4,10,5,13,PM,01,0,0,0,0,,HOUSTON,358.56,48,76,2,2,15,R,MWCL,3,8953,1,Y,YARD 160,2,,2,HZGX,8486,61,Y,,,0,,2,0,1,0,0,0,0,0,0,0,44,0,102,0,0,4,0,1,0,0,133573,300729,T108,,0,0,0,0,T108,2,2,15,434302,,48C201,0,0,0,1,0,1,0,2,43,2,43,1,5,,1,,,,164,,2020,0,0,0,0,0,0,HARRIS,201,0,,,N,OTH,000-000-000,MWCLI-06 TRAVELING THRU THE CREOSOTE TRACK (TRACK 160 BYPASS) EXPERIENCED A UDE.  CONDUCTOR FOUND 5,CARS DERAILED.  BAD TRACK ALIGNMENT CAUSED WORN RAIL AND JOINTS.,,,,,,,,,,,,,,0,29.788.318,-95.314.506,2,5,K,,,HOUSTON SUB,,,,,,,,,,,,
20,4,UP,0420HO006,,,,,20,4,UP,0420HO006,,,20,4,8,9,22,AM,12,0,0,0,0,,SPRING,211.9,48,76,2,2,9,E,LHR0,2,794,7,Y,YARD 006,1,,2,EQUX,620260,9,Y,,,0,,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,14615,0,H312,,0,0,0,0,H312,2,1,9,21385,,48C201,0,0,0,2,0,0,0,5,21,,,1,5,,1,,,,709,,2020,0,0,0,0,0,0,HARRIS,201,0,0,,N,OTH,000-000-000,LHR05R-08 WAS SWITCHING ON THE NORTH CLASS YARD LEAD WHEN THEY DERAILED THREE CARS IN CLASS TRACK 6,AT LLOYD YARD.  CREW FIRST KICKED A CAR INTO TRACK 6 AT APPROXIMATELY 5-6 MPH.  THE CAR DID NOT ROLL,ALL THE WAY INTO TRACK 6 AND STALLED ON THE CURVE.  THE CREW THEN KICKED TWO CARS INTO TRACK 4.  TH,E FOLLOWING MOVE WAS TO KICK 6 LOADED PLASTICS CARS INTO TRACK 6 AGAIN.  THE SPEED OF THAT MOVE WAS,APPROXIMATELY 9-10 MPH.  THE CREW DID NOT NOTICE THE FIRST CAR THEY KICKED INTO TRACK 6 STALLED IN T,HE CURVE AND KICKED THE NEXT SIX CARS ON TOP OF THE STALLED CAR CAUSING THE DERAILMENT.  APPROXIMATE,LY 100 FEET OF RAIL ROLLED.  SITE SPECIFIC INSTRUCTIONS AT LLOYD YARD ARE TO ONLY KICK FOUR CARS AT,ONE TIME.,,,,,,,,3,30.063.347,-9.541.197,2,5,L,,,PALESTINE SUB,,,,,,,,,,,,
20,4,UP,0420HO006,,,,,20,4,UP,0420HO006,,,20,4,8,9,22,AM,12,0,0,0,0,,SPRING,211.9,48,76,2,2,0,E,,,140,5,N,YARD 006,1,,2,MULX,10223,1,Y,,,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,250,6520,H312,,0,0,0,0,H312,2,1,9,21385,,48C201,0,0,0,0,0,0,0,,,,,3,5,,1,,,,709,,2020,0,0,0,0,0,0,HARRIS,201,0,0,,N,OTH,000-000-000,LHR05R-08 WAS SWITCHING ON THE NORTH CLASS YARD LEAD WHEN THEY DERAILED THREE CARS IN CLASS TRACK 6,AT LLOYD YARD.  CREW FIRST KICKED A CAR INTO TRACK 6 AT APPROXIMATELY 5-6 MPH.  THE CAR DID NOT ROLL,ALL THE WAY INTO TRACK 6 AND STALLED ON THE CURVE.  THE CREW THEN KICKED TWO CARS INTO TRACK 4.  TH,E FOLLOWING MOVE WAS TO KICK 6 LOADED PLASTICS CARS INTO TRACK 6 AGAIN.  THE SPEED OF THAT MOVE WAS,APPROXIMATELY 9-10 MPH.  THE CREW DID NOT NOTICE THE FIRST CAR THEY KICKED INTO TRACK 6 STALLED IN T,HE CURVE AND KICKED THE NEXT SIX CARS ON TOP OF THE STALLED CAR CAUSING THE DERAILMENT.  APPROXIMATE,LY 100 FEET OF RAIL ROLLED.  SITE SPECIFIC INSTRUCTIONS AT LLOYD YARD ARE TO ONLY KICK FOUR CARS AT,ONE TIME.,,,,,,,,0,30.063.347,-9.541.197,2,5,L,,,PALESTINE SUB,,,,,,,,,,,,
20,4,UP,0420GC003,,,,,20,4,UP,0420GC003,,,20,4,1,7,46,PM,01,0,0,0,0,,CORPUS CHRISTI,143.66,48,74,3,2,4,E,YCC5,1,4881,7,Y,INDUSTRY 120,1,,4,FURX,893501,21,Y,,,0,,1,0,0,0,0,0,0,0,0,0,37,0,0,0,0,2,0,0,0,0,11994,1873,T211,,0,0,0,0,T211,4,1,4,13867,,48C355,0,0,0,1,0,1,0,4,46,4,46,1,5,,1,,,,253,,2020,0,0,0,0,0,0,NUECES,355,,,,N,OTH,000-000-000,YCC52-01 DERAILED ONE SET OF TRUCKS ON TWO DIFFERENT CARS ON TRACK 120 AT MP 143.63, COMING OFF THE,CORPUS CHRISTI MAINLINE,WHILE SHOVING NORTHWARD TOWARDS PIN OAK TRACK 794.  THE CAUSE OF THE DERAIL,MENT IS A 18 INCH HEAD AND WEB SEPARATION AT A JOINT.,,,,,,,,,,,,,0,27.821.852,-97.487.779,2,5,K,,,CORPUS CHRISTI SUB,,,,,,,,,,
20,4,PTRA,2020000007,,,,,20,4,PTRA,2020000007,,,20,4,30,10,25,AM,01,27,0,0,0,,HOUSTON,Mär 22,48,74,2,1,10,R,JOB1,1,3738,1,Y,MAIN,2,,1,MP,643167,1,N,,,0,,2,0,0,0,0,0,0,0,0,0,21,0,31,0,0,0,0,3,0,0,4000,21000,H525,H501,0,0,0,0,H525,1,2,10,25000,,48C201,0,0,0,1,0,1,0,2,15,2,15,1,5,,3,,,,436,,2020,0,0,0,0,0,0,HARRIS,201,,,,N,CWR,000-000-000,CREW WAS DELIVERING 52 CAR TRAIN (21 LOADS/31 EMPTIES) TO NORTH YAD FROM MANCHESTER YAD. AS TRAIN AP,PROACHED SA001, IT WAS NOTED BY CREW THAT THEY HAD A STOP INDICATION. ENGINEER MADE SEVERAL BRAKE PI,PE REDUCTIONS AND SLOWED TRAIN. AFTER COMING TO A MOMENTARY STOP, SIGNAL ASPECT CHANGED AND ENGINEER,RELEASED BRAKES AND PROCEEDED ON ROUTE VIA SIGNAL INDICATION. TRAIN MOVED A SHORT DISTANCE AND WENT,INTO AN UDE. ENGINEER RESET PCS AND,,,,,,,,,,,0,29.721.488,-95.281.151,1,1,J,,,SYSTEM,,,,,,,,,,
20,1,KRR,DGN546720,,,,,20,1,KRR,DGN546720,,,20,1,25,9,45,AM,01,0,0,0,0,,GARLAND,754.4,48,50,2,1,7,R,G-70,4,2105,1,Y,6,X,,2,AEX,8460,3,Y,,,0,,3,0,0,0,0,0,0,0,0,0,16,0,0,0,0,4,0,0,0,0,45000,30000,T101,,0,0,0,0,T101,2,X,7,75000,,48C113,0,0,0,1,0,1,0,2,45,2,45,1,5,,3,,,,128,,2020,0,0,0,0,0,0,DALLAS,113,,,,N,OTH,000-000-000,G-707 CREW WAS MAKING PULL AHEAD MOVE IN TIGER YARD TRACK 006 WITH 16 LOADED PLASTIC PELLET HOPPER C,ARS WHEN LINES 3-6 DERAILED.,,,,,,,,,,,,,,0,32.904.725,-96.690.273,2,5,K,,,SYSTEM,,,,,,,,,,,,
20,1,KCS,20011404,,,,,20,1,KCS,20011404,,793696H,20,1,14,11,50,AM,07,39,0,0,0,,HEBBRONVILLE,0061.9,48,86,2,1,32,E,MSZC,3,5368,1,Y,SINGLE MAIN TRACK,3,35,1,BNSF,9051,1,N,,,0,,5,0,0,0,0,0,0,0,0,0,19,0,105,0,0,0,0,0,0,0,379,15957,M399,,0,1,0,1,M399,1,3,32,16336,,48C247,1,0,0,1,0,1,0,5,50,5,50,1,5,,1,,,,92,,2020,0,1,0,0,0,0,JIM HOGG,247,,,,N,CWR,002-000-000,STRUCK AN 18-WHEELER STUCK ON XING.  DRIVER HAD EXITED VEHICLE.  MP 61.90 LAREDO SUBDIVISION,,,,,,,,,,,,,,,0,27.305.968,-98.678.535,1,1,Q,,,LAREDO,,,,,,,,,,,,
20,2,UP,0220TO026,20,2,ZIKW,INDUSTRY,20,2,UP,0220TO026,,,20,2,22,12,38,AM,13,0,0,0,0,,HILLSBORO,197.4,48,39,4,1,20,E,IKO2,1,497,7,N,SINGLE MAIN TRACK,4,50.5,1,TM,513922,1,,,,0,,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,21500,H301,,0,0,0,0,H301,1,4,20,21500,,48C217,0,0,0,0,0,0,0,,,,,1,5,,1,,,,235,,2020,0,0,0,0,0,0,HILL,217,,,,N,CWR,000-000-000,INDUSTRY IKO SOUTHWEST,HAD 4 CARS AND THEIR CAR PULLER, ROLL OUT OF THE HILLSBORO INDUSTRIAL LEAD,,ONTO THE FT WORTH SUB SINGLE MAIN.  THE MACHINE AND CARS RAN OVER THE DERAIL BY THE MAINLINE SWITCH,, HOWEVER, THERE WAS NO DERAILMENT.,,,,,,,,,,,,,0,32.027.506,-97.129.401,1,1,Q,,,FT WORTH SUB,,,,,,,
20,2,UP,0220TO029,,,,,20,2,ZAG,INDUSTRY,,,20,2,25,1,0,AM,01,0,0,0,0,,MIDLOTHIAN,25. Apr,48,47,4,1,8,E,LBC4,2,1500,7,Y,INDUSTRY 751,1,,4,UP,7670,1,,,,0,,5,0,0,0,0,3,0,0,0,0,0,0,32,0,0,0,0,0,0,0,909,15221,T402,,0,0,0,0,T402,4,1,8,16130,,48C139,0,0,0,1,0,1,1,4,30,4,30,1,5,,1,,,,350,,2020,0,0,0,0,0,0,ELLIS,139,,,,N,OTH,000-000-000,LBC42-24 WAS HEADING OUT OF THE INSIDE TRACK WITH 33 CARS ATTACHED TO THE REAR OF CONSIST (5 ENGINES,TOTAL) AND DERAILED DUE TO WIDE GAUGE, FLANGE BUILDUP,AND SUB-SURFACE CONDITIONS.  3 ENGINES WERE,DERAILED AFTER THE LEAD LOCOMOTIVE CAME OFF TRACKS AND STARTED TO RIDE IN THE DIRT INSIDE OF RAIL.,NO INJURIES OR RELEASES.  INDUSTRY MAINTAINS TRACK,,,,,,,,,,,,0,3.251.864,-97.010.243,2,5,K,,,MIDLOTHIAN SUB,,,,,,,,,,
20,2,TRE,20003,,,,,20,2,TRE,20003,,598359G,20,2,25,7,25,PM,07,0,0,0,9,,FORT WORTH,MP625.,48,49,4,1,62,R,TRE2,3,0,C,Y,MAIN 1,5,,1,TRE,1006,1,Y,,,0,,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,50000,0,M303,M599,0,1,0,1,M303,1,5,62,50000,,48C439,1,0,0,1,,1,,3,50,3,50,1,5,,6,,,,730,,2020,0,0,0,1,0,0,TARRANT,439,,,,Y,CWR,000-000-000,ON TUESDAY,FEBRUARY 25,2020 AT APPROXIMATELY 1925HRS TRE TRAIN #2156 WAS TRAVELING EASTBOUND AND S,TRUCK AN UNOCCUPIED VEHICLE IN FORT WORTH, TEXAS. THE VEHICLE APPARENTLY DROVE ONTO THE TRACKS AT TH,E MOSIER VALLEY ROAD GRADE CROSSING DUE TO POOR LIGHTING IN GENERAL AREA. THE DRIVER BECAME DISORIEN,TED OF HER LOCATION, AND EXITED THE VEHICLE THAT SHE HAD DROVE ONTO THE TRACKS AND BECAME STUCK. THE,VEHICLE WAS STRUCK BY A EASTBOUND PASSENGER TRAIN. A PASSENGER ON THE TRAIN COMPLAINED OF NECK/BACK,PAIN AND WAS TRANSPORTED TO THE HOSPITAL FOR MEDICAL TREATMENT (EXTENT OF INJURIES UNKNOWN), NO OTH,ER INJURIES WERE REPORTED DUE TO THE INCIDENT. THE VEHICLE HAD TO BE REMOVED FROM THE FRONT OF THE C,AB CAR WHICH SUSTAINED DAMAGE.,,,,,,,,0,32.807.755,-97.103.807,1,1,Q,,,SYSTEM,,,,,,,
20,3,GRD,20002,20,3,UP,0320SX008,20,3,UP,0320SX008,,,20,3,6,5,4,AM,01,0,0,0,0,,COTULLA,339.68,48,50,1,1,0,R,,2,0,,,YARD 100,1,,2,,,0,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54476,T108,,0,0,0,0,T108,2,1,3,102507,,48C283,0,0,0,0,0,0,0,,,,,1,5,,3,,,,696,,2020,0,0,0,0,0,0,LA SALLE,283,,,,,OTH,000-000-000,UP TRAIN MSAMX 05 WAS PULLING INTO GARDENDALE RAILROAD TO DELIVER 33 CARS WHEN THE TRAIN BEGAN DERAI,LING ON THE UP WYE TRACK. WHEN THE DERAILING CAR CAME IN CONTACT WITH THE FIRST GARDENDALE SWITCH TH,E TRAIN DERAILED PUTTING THE TRAIN INTO EMERGENCY. FOUR CARS DERAILED UPRIGHT, NO INJURIES OCCURRED.,UP MECHANICAL COST: $47,"303    UP TRACK COST: $728""",,,,,,,,,,,0,28.517.742,-99.217.776,2,5,K,,,LAREDO,,,,,,,,,,,
20,2,UP,0220GC024,,,,,20,2,UP,0220GC024,,,20,2,20,3,41,AM,01,10,1,0,0,,FREEPORT,Dez 73,48,55,4,2,10,R,LHF4,1,3831,7,Y,INDUSTRY 106,1,,4,CTCX,733548,13,N,,,0,,2,0,0,0,0,0,0,0,0,0,27,0,11,0,0,3,0,3,0,0,86139,117264,T208,,0,0,0,0,T208,4,1,10,203403,,48C039,0,0,0,2,0,0,0,3,43,,,1,5,,1,,,,255,,2020,0,0,0,0,0,0,BRAZORIA,39,0,0,,N,OTH,000-000-000,LHF44R-19 WAS MAKING A NORTHWARD SHOVING MOVE WHEN THE TRAIN EXPERIENCED A UDE.  THE CONDUCTOR WAS O,PERATING THE MOVE, WALKED BACK AND DISCOVERED SIX CARS DERAILED.  THE DOWNLOAD WAS REVIEWED WITH NO,EXCEPTIONS AND THE CAUSE WAS FOUND TO BE A BROKEN RAIL.,,,,,,,,,,,,,3,29.000.134,-95.359.611,2,5,K,,,FREEPORT IND LD,,,,,,,,,,,
20,2,BNSF,RD0220121,,,,,20,2,BNSF,RD0220121,,,20,2,19,8,0,PM,09,17,0,0,0,,KOUNTZE,136.4,48,50,3,3,45,E,HTPL,3,5074,1,Y,SINGLE MAIN TRACK,4,Nov 77,1,BNSF,7633,1,,,,0,,2,0,0,0,0,0,0,0,0,0,20,0,81,0,0,0,0,0,0,0,500,74700,M402,,0,0,0,0,M402,1,4,45,75200,,48C199,0,0,0,1,0,1,0,10,,10,,1,5,,1,,,,201,,2020,0,0,0,0,0,0,HARDIN,199,,,,N,CWR,000-000-000,H-TPLSSB1-19 STRUCK AN UNOCCUPIED VEHICLE THAT WAS FOULING SINGLE MAIN TRACK RESULTED IN SIGNAL DAMA,GES.  THE INCIDENT DID NOT HAPPEN ON A HIGHWAY GRADE CROSSING.  NO HAZARDOUS MATERIALS WERE RELEASED,.,,,,,,,,,,,,,0,30.394.231,-94.428.755,2,2,P,,,CONROE,,,,,,,,,,,,
20,3,KRR,KRR577020,,,,,20,3,KRR,KRR577020,,,20,3,31,8,45,AM,01,0,0,0,0,,PARIS,580.5,48,55,2,2,10,R,L-PA,3,1267,1,Y,MAINLINE,X,Feb 15,1,CAGX,14681,8,Y,,,0,,1,0,0,0,0,0,0,0,0,0,11,0,0,0,0,4,0,0,0,0,79000,18200,T220,,0,0,0,0,T220,1,X,10,97200,,48C277,0,0,0,1,,1,,2,45,2,45,1,5,,3,,,,205,,2020,0,0,0,0,0,0,LAMAR,277,,,,N,OTH,000-000-000,PA-101 WAS HEADING SOUTH ON MAINLINE FROM HUGO TO CUSTOMER IN PARIS, TX. CREW FELT TRAIN JERK AND GO,INTO EMERGENCY. CREW INVESTIGATED & FOUND FOUR CARS DERAILED. ONE CAR UPRIGHT. THREE CARS WERE IN D,ITCH.,,,,,,,,,,,,,0,33.713.052,-9.555.455,2,3,J,,,SYSTEM,,,,,,,,,,,
20,1,TRE,20002,,,,,20,1,TRE,20002,,598338N,20,1,28,7,35,AM,07,0,0,0,70,,FORT WORTH,613.17,48,53,1,2,47,R,TRE,3,178,C,Y,MAIN TRACK,5,,1,TRE,1007,1,Y,,,0,,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,13878,1500,M304,M303,0,1,0,1,M304,1,5,47,15378,,48C439,1,0,0,1,0,1,0,3,30,3,30,1,5,,6,,,,401,,2020,0,0,0,0,0,1,TARRANT,439,,,,Y,CWR,000-000-000,AT APPROXIMATELY 0735 ON TUESDAY,JANUARY 28,2020,EASTBOUND TRE 2916 STRUCK A SEMI TRAILER AT RIVE,RSIDE DRIVE IN FT WORTH, TX.  THE SEMI WAS FOULING THE TRACK AT THE CROSSING AND WAS STRUCK. THE DRI,VER OF THE TRUCK WAS NOT INJURED. THIRD PARTY VEHICLE THAT WAS STOPPED FOR THE CROSSING WAS STRUCK B,Y THE SEMI TRAILER AFTER THE INITIAL IMPACT OF THE TRAIN. DRIVER WAS TRANSPORTED TO AN AREA HOSPITAL,.,,,,,,,,,,,0,32.762.426,-97.301.755,1,1,Q,,,SYSTEM,,,,,,,,
20,4,UP,0420TO004,,,,,20,4,UP,0420TO004,,,20,4,3,12,25,AM,12,22,4,0,0,,BIG SPRING,513.03,48,64,4,1,10,E,YBG6,3,2631,7,Y,YARD 006,1,,2,TCHX,2014,34,Y,,,0,,2,0,0,0,0,0,0,0,0,0,15,0,17,0,0,2,0,1,0,0,85224,2443,H310,,0,0,0,0,H310,2,1,10,103741,,48C227,0,0,0,1,0,1,1,8,25,8,25,1,5,,1,,,,185,,2020,0,0,0,0,0,0,HOWARD,227,,,,N,OTH,000-000-000,YBG63-02, WHILE PERFORMING SWITCHING MOVES ON THE WEST END,STRUCK THE YBG62-02 ON THE EAST END WHIL,E THEY WERE DEPARTING.  THIS CAUSED 5 CARS TO DERAIL.  NO INJURIES OR HAZMAT RELEASE.,,,,,,,,,,,,,,0,3.225.759,-10.147.209,2,5,K,,,TOYAH SUB,,,,,,,,,,
20,4,UP,0420TO004,,,,,20,4,UP,0420TO004,,,20,4,3,12,25,AM,12,2,2,0,0,,BIG SPRING,513.03,48,64,4,1,4,E,YBG6,3,2000,7,Y,YARD 006,1,,2,WFRX,160247,4,Y,,,0,,2,0,0,0,0,0,0,0,0,0,4,0,10,0,0,2,0,0,0,0,16074,0,H310,,0,0,0,0,H310,2,1,10,103741,,48C227,0,0,0,1,0,1,1,9,24,9,24,3,5,,1,,,,185,,2020,0,0,0,0,0,0,HOWARD,227,,,,N,OTH,000-000-000,YBG63-02, WHILE PERFORMING SWITCHING MOVES ON THE WEST END,STRUCK THE YBG62-02 ON THE EAST END WHIL,E THEY WERE DEPARTING.  THIS CAUSED 5 CARS TO DERAIL.  NO INJURIES OR HAZMAT RELEASE.,,,,,,,,,,,,,,0,3.225.759,-10.147.209,2,5,K,,,TOYAH SUB,,,,,,,,,,
20,4,UP,0420TO024,,,,,20,4,UP,0420TO024,,,20,4,16,2,22,PM,09,0,0,0,0,,ELMO,177.04,48,69,2,1,23,E,RCOT,3,13330,1,Y,SINGLE MAIN TRACK,4,46.3,1,UP,8353,1,,,,0,,3,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,100,99,H402,,0,0,0,0,H402,1,4,23,20199,,48C257,0,0,0,1,0,1,0,3,47,3,47,3,5,,1,,,,229,,2020,0,0,0,0,0,0,KAUFMAN,257,,,,N,CWR,000-000-000,RCOTN-15,LEAD UNIT UP8353, WAS TRAVELING EASTBOUND ON THE MINEOLA SUB WHEN TRAIN STRUCK A PIECE OF,MAINTENANCE OF WAY EQUIPMENT.  IT WAS THE FRONT BUGGY OF A TAMPER, WHICH HAD BEEN LEFT ON THE TRACKS,.  NO INJURIES WERE REPORTED.,,,,,,,,,,,,,0,32.724.075,-96.183.025,1,1,Q,J,,MINEOLA SUB,,,,,,,,,
20,4,UP,0420TO024,,,,,20,4,UP,0420TO024,,,20,4,16,2,22,PM,09,0,0,0,0,,ELMO,177.04,48,69,2,1,0,R,,3,0,A,N,SINGLE MAIN TRACK,4,46.3,1,ATS,802,1,N,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,20000,0,H402,,0,0,0,0,H402,1,4,23,20199,,48C257,0,0,0,0,0,0,0,,,,,1,5,,1,,,,229,,2020,0,0,0,0,0,0,KAUFMAN,257,,,,N,CWR,000-000-000,RCOTN-15,LEAD UNIT UP8353, WAS TRAVELING EASTBOUND ON THE MINEOLA SUB WHEN TRAIN STRUCK A PIECE OF,MAINTENANCE OF WAY EQUIPMENT.  IT WAS THE FRONT BUGGY OF A TAMPER, WHICH HAD BEEN LEFT ON THE TRACKS,.  NO INJURIES WERE REPORTED.,,,,,,,,,,,,,0,32.724.075,-96.183.025,1,1,Q,J,,MINEOLA SUB,,,,,,,,,
20,4,ATK,164095,,,,,20,4,UP,0420TO015,,,20,4,12,6,33,PM,09,0,0,0,0,,MINEOLA,0130.1,48,64,3,2,66,E,22,3,0,2,Y,MAIN,4,,1,AMT,62,1,,,,0,,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,32510,0,M404,,0,0,0,0,M404,1,4,66,32510,,48C499,0,0,0,1,0,1,1,,32,,32,1,5,,6,,,,401,,2020,0,0,0,0,0,0,WOOD,499,,,,Y,CWR,,TREE STRIKE:  TRAIN 22 WITH LOCOMOTIVE E/62 AND 5 CARS WAS DELAYED 3 HOURS AND 27 MINUTES DUE TO A T,REE STRIKE AT MP 130.1 CAUSING DAMAGE TO E/62 WINDSHIELDS, HEAD LIGHTS, AND DITCH LIGHTS.  THE UPRR,E/2602 WAS ADDED TO THE TRAIN AND THEY PROCEEDED EAST.  THE TRAIN STRUCK ANOTHER TREE AT MP 107.0.,THE CREW REMOVED DEBRIS, CLEARED THE TREE AND WAS ABLE TO PROCEED.  THERE WERE NO INJURIES TO REPORT,.,,,,,,,,,,,0,32.639.362,-95.388.977,1,1,J,Q,,MINEOLA,,,,,,,,,
