IYR,IMO,RAILROAD,INCDTNO,IYR2,IMO2,RR2,INCDTNO2,IYR3,IMO3,RR3,INCDTNO3,DUMMY1,GXID,YEAR,MONTH,DAY,TIMEHR,TIMEMIN,AMPM,TYPE,CARS,CARSDMG,CARSHZD,EVACUATE,DIVISION,STATION,MILEPOST,STATE,TEMP,VISIBLTY,WEATHER,TRNSPD,TYPSPD,TRNNBR,TRNDIR,TONS,TYPEQ,EQATT,TRKNAME,TRKCLAS,TRKDNSTY,TYPTRK,RRCAR1,CARNBR1,POSITON1,LOADED1,RRCAR2,CARNBR2,POSITON2,LOADED2,HEADEND1,MIDMAN1,MIDREM1,RMAN1,RREM1,HEADEND2,MIDMAN2,MIDREM2,RMAN2,RREM2,LOADF1,LOADP1,EMPTYF1,EMPTYP1,CABOOSE1,LOADF2,LOADP2,EMPTYF2,EMPTYP2,CABOOSE2,EQPDMG,TRKDMG,CAUSE,CAUSE2,CASKLDRR,CASINJRR,CASKLD,CASINJ,ACCAUSE,ACCTRK,ACCTRKCL,HIGHSPD,ACCDMG,DUMMY2,STCNTY,TOTINJ,DUMMY3,TOTKLD,ENGRS,FIREMEN,CONDUCTR,BRAKEMEN,ENGHR,ENGMIN,CDTRHR,CDTRMIN,JOINTCD,REGION,DUMMY4,TYPRR,DUMMY5,RRDIV,METHOD,NARRLEN,DUMMY6,YEAR4,RREMPKLD,RREMPINJ,PASSKLD,PASSINJ,OTHERKLD,OTHERINJ,COUNTY,CNTYCD,ALCOHOL,DRUG,DUMMY7,PASSTRN,SSB1,SSB2,NARR1,NARR2,NARR3,NARR4,NARR5,NARR6,NARR7,NARR8,NARR9,NARR10,NARR11,NARR12,NARR13,NARR14,NARR15,RCL,Latitude,Longitud,SIGNAL,MOPERA,ADJUNCT1,ADJUNCT2,ADJUNCT3,SUBDIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,3,UP,0319GL041,,,,,19,3,UP,0319GL041,,,19,3,13,4,0,AM,01,0,0,0,0,,WEST CHICAGO,31.55,17,40,1,3,3,R,LPJ0,4,4900,7,Y,YARD 414,1,,2,CBFX,315313,7,Y,,,0,,1,0,0,0,0,0,0,0,0,0,23,0,45,0,0,7,0,0,0,0,9738,91652,T211,,0,0,0,0,T211,2,1,3,101390,,17C043,0,0,0,1,0,1,0,7,,7,,1,4,,1,,,,184,,2019,0,0,0,0,0,0,DU PAGE,43,,,,N,OTH,000-000-000,LPJ02-12 WAS IN THE PROCESS OF BULIDING THEIR TRAIN ON TRACK 414.  CONDUCTOR FOUND 7 CARS DERAILED I,N TRACK 414.  CAUSE OF DERAILMENT WAS BROKEN RAIL FOUND BETWEEN THE 6TH AND 7TH CAR.,,,,,,,,,,,,,,0,41.883.344,-88.233.473,2,5,K,,,WEST CHICAGO YARD,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,3,UP,0319GL045,,,,,19,3,UP,0319GL045,,,19,3,14,9,13,PM,01,0,0,0,0,,BERKELEY,13. Mai,17,48,4,2,4,E,YG20,3,788,7,Y,INDUSTRY 703,1,,2,UP,6637,1,,,,0,,1,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,18620,4722,H702,,0,0,0,0,H702,2,1,4,23342,,17C031,0,0,0,1,0,1,0,5,43,5,43,1,4,,1,,,,87,,2019,0,0,0,0,0,0,COOK,31,0,0,,N,OTH,000-000-000,YG206-14 RAN THRU 6 MAIN CROSSOVER SWITCH AND DERAILED UP6637 DURING A BACKUP MOVEMENT.,,,,,,,,,,,,,,,0,41.892.793,-87.898.681,2,5,,,,GENEVA SUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,8,NS,135251,,,,,19,8,NS,135251,,,19,8,26,3,5,PM,01,1,0,0,0,,NEW HAVEN,B366.8,18,69,2,3,3,E,L90L,4,0,1,Y,NEW CROSSOVER,1,0,2,NS,3235,1,N,,,0,,2,0,0,0,0,1,0,0,0,0,31,0,0,0,0,0,0,0,0,0,28595,300,T314,,0,0,0,0,T314,2,1,3,28895,,18C003,0,0,0,1,0,1,0,10,5,10,5,1,4,,1,,,,125,,2019,0,0,0,0,0,0,ALLEN,3,,,,N,OTH,000-000-000,NS TRAIN L90L626 HEADING WEST THROUGH WEST END NEW CROSSOVER SWITCH AND DERAILED LEAD UNIT NS 3235,,DUE TO WORN SWITCH POINT.,,,,,,,,,,,,,,0,41.074.342,-85.053.839,2,5,K,,,LAKE,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,7,NS,134721,,,,,19,7,NS,134721,,,19,7,15,10,35,AM,01,0,0,0,0,,ELKHART,CD422.,18,90,2,1,4,E,BE10,3,0,7,Y,RIP LEAD,1,0,2,NDYX,849070,16,N,,,0,,1,0,0,0,0,0,0,0,0,0,7,0,10,0,0,0,0,1,0,0,4679,25194,E07C,,0,0,0,0,E07C,2,1,4,29873,,18C039,0,0,0,1,1,1,0,3,5,3,,1,4,,1,,,,91,,2019,0,0,0,0,0,0,ELKHART,39,,,,N,OTH,000-000-000,DEBRIS IN THE FLANGEWAY FROM THE BRAKE RIGGING ON NDYX 849070 CAUSED THE RAILCAR TO DERAIL.,,,,,,,,,,,,,,,0,4.167.736,-85.978.495,2,5,K,,,CHICAGO LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,6,NS,134451,,,,,19,6,NS,134451,,,19,6,22,4,30,PM,09,0,0,0,0,,ODELL,D270.0,18,72,3,2,0,E,34ZD,3,8945,1,Y,SINGLE MAIN TRACK,4,0,1,NS,7664,1,N,,,0,,2,0,0,0,0,0,0,0,0,0,55,0,49,0,0,0,0,0,0,0,2199,27698,M404,,0,0,0,0,M404,1,4,0,29897,,18C045,0,0,0,1,1,1,0,8,40,8,40,1,4,,1,,,,94,,2019,0,0,0,0,0,0,FOUNTAIN,45,,,,N,CWR,000-000-000,34ZD1.22 STRUCK LARGE TREE MP D270. ENGINE NS 7664 DAMAGE TO HEADLIGHTS, DITCH LIGHT AND HORN.,,,,,,,,,,,,,,,0,40.338.162,-87.125.522,1,1,J,,,ILLINOIS,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,10,CSX,186211,,,,,19,10,CSX,186211,,341235B,19,10,25,11,49,AM,07,7,0,0,0,,RENSSELAER,0080.0,18,55,2,1,40,E,J773,2,1105,1,Y,SINGLE MAIN TRACK,3,0005.2,1,CSXT,5447,1,Y,,,0,,1,0,0,0,0,0,0,0,0,0,6,0,11,0,0,0,0,0,0,0,12484,50,M303,,0,0,0,0,M303,1,3,40,12534,,18C073,0,0,0,1,0,1,0,4,49,4,49,1,4,,1,,,,95,,2019,0,0,0,0,0,0,JASPER,73,,,,N,CWR,000-000-000,J77325 STRUCK AN OCCUPIED SEMI-TRUCK AT CROSSING. PROTECTION ALSO AT CROSSING: ADVANCE WARNING.,,,,,,,,,,,,,,,0,40.914.858,-87.021.634,2,4,,,,MONON,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,11,CSX,186398,,,,,19,11,CSX,186398,,538992V,19,11,4,2,39,AM,07,0,0,0,0,,MCCORDSVILLE,0265.4,18,43,4,1,20,E,Q217,4,3920,1,Y,#2 MAIN,4,0031.8,1,CSXT,3149,1,N,,,0,,1,0,0,1,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,11383,861,M302,,0,0,0,0,M302,1,4,20,12244,,18C059,0,0,0,1,0,1,0,6,30,6,30,1,4,,1,,,,200,,2019,0,0,0,0,0,0,HANCOCK,59,,,,N,CWR,000-000-000,SEMI TRUCK WAS STUCK ON THE TRACKS PRIOR TO GATES COMING DOWN AND WAS STRUCK BY Q21702. AGE UNKNOWN.,PROTECTION ALSO AT CROSSING: ADVANCE WARNING AND PAVEMENT MARKINGS (STOP LINES & RR XING SYMBOLS).,,,,,,,,,,,,,,0,39.916.718,-85.881.137,1,1,,,,INDIANAPOLIS LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2,CSX,181270,,,,,19,2,CSX,181270,,,19,2,9,8,50,PM,12,1,0,0,0,,INDIANAPOLIS,0009.0,18,25,4,1,10,E,,4,0,5,N,GROUP 1 LEAD,1,0000.0,2,UTLX,664825,1,N,UTLX,664825,1,N,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8387,0,E04C,,0,0,0,0,E04C,2,1,10,17822,,18C097,0,0,0,0,0,0,0,,,,,1,4,,1,,,,177,,2019,0,0,0,0,0,0,MARION,97,,,,N,CWR,000-000-000,UTLX 664825 STALLED IN GROUP 1 BEFORE THE GROUP RETARDER DUE TO A DEFECTIVE SLACK ADJUSTER AND STOPP,ED IN THE FOUL OF GROUP 2.  THE UTLX 668885 SIDESWIPED IT GOING INTO GROUP 2.,,,,,,,,,,,,,,0,39.759.791,-86.327.526,2,5,,,,INDIANAPOLIS TERMINA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2,CSX,181553,19,2,ATK,157770,19,2,CSX,181553,,543005J,19,2,23,11,2,PM,07,0,0,0,0,,BROWNSBURG,0014.0,18,44,4,2,0,E,,2,0,,N,SINGLE MAIN TRACK,3,0011.7,1,,,0,N,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M308,,0,0,1,0,M308,1,3,50,31473,,18C063,0,0,0,0,0,0,0,,,,,2,4,,1,,,,186,,2019,0,0,0,0,0,0,HENDRICKS,63,,,,N,CWR,000-000-000,P05023 COLLIDED WITH PICKUP THAT WENT AROUND GATE ARMS. AMTRAK REPORTS $45K IN DAMAGES. PROTECTION A,LSO AT CROSSING: ADVANCE WARNING AND PAVEMENT MARKINGS (STOP LINES & RR XING SYMBOLS).,,,,,,,,,,,,,,,39.823.783,-86.346.236,2,4,,,,CRAWFORDSVILLE BRANC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2,CSX,181473,,,,,19,2,CSX,181473,,,19,2,19,11,45,PM,01,0,0,0,0,,INDIANAPOLIS,0124.0,18,41,4,1,4,E,Y390,3,0,7,Y,50,1,0000.0,2,ELTX,2264,17,N,,,0,N,1,0,0,0,0,0,0,0,0,0,15,0,2,0,0,1,0,2,0,0,35304,5684,T111,,0,0,0,0,T111,2,1,4,40988,,18C097,0,0,0,1,0,0,0,1,15,,,1,4,,1,,,,264,,2019,0,0,0,0,0,0,MARION,97,0,0,,N,OTH,000-000-000,UNKNOWN HUMP LOCOMOTIVE PULLED INTO 48 AND 49 CLASS TRACK CARS AND SHOVED INTO 50 CLASS AND COUPLED.,THE LOCOMOTIVE MADE FOUR FORWARD AND BACKWARDS MOVEMENTS. AT THE END OF THE LAST MOVEMENT A CAR DER,AILED.  THEN AS THE LOCOMOTIVE PULLED WEST ANOTHER CAR DERAILED.,,,,,,,,,,,,,0,39.765.322,-86.148.394,2,5,,,,INDIANAPOLIS TERMINA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,4,WC,993309,,,,,19,4,WC,993309,,,19,4,2,9,0,PM,06,20,0,0,0,,CHICAGO HTS,27.17,17,41,4,1,20,E,A408,4,10792,1,Y,TR MATTESON 27.17.85,,60.90,1,CN,187092,123,Y,,,0,,2,0,0,0,0,0,0,0,0,0,69,0,54,0,0,0,0,0,0,0,35000,0,E30C,,0,2,0,2,E30C,1,,20,47500,,17C031,0,0,0,1,0,1,0,6,30,5,45,1,4,,6,,,,526,,2019,0,0,0,0,0,0,COOK,31,,,,N,CWR,000-000-000,AT APPROXIMATELY 2023 CDT ON APRIL 2ND TRAIN A40891-02 (69L,45E,9R,10398T,7505F) WENT INTO EMERG,ENCY ON MAIN ONE AT MILE 25.2 ON THE MATTESON SUBDIVISION (CHICAGO HEIGHTS). AT 2123 CDT TRAIN A4919,1-02 (64L,120E,9R,11537T,9396F) REPORTED THAT THE TAIL END CAR FROM A408, LOADED SHEET METAL CAR,CN 187092,HAD ROLLED INTO THEIR LEAD MOTOR (UP 4646). ENGINEER AND CONDUCTOR WERE TRANSPORTED BY A,MBULANCE TO ST MARY HOSPITAL WITH MINOR INJURIES. NO DERAILMENT AND NO DANGEROUS GOODS INVOLVED. CAU,SE IS UNDER INVESTIGATION.,,,,,,,,,,0,41.498.176,-87.600.195,1,1,Q,,,MATTESON,,,,,,,,,,,,,,,,,,
19,2,IR,192408,,,,,19,2,IR,192408,,,19,2,23,10,30,PM,01,0,0,0,0,,OREGON,100.16,17,38,4,3,15,E,,3,0,6,N,MT MORRIS BRANCH,X,,1,NAHX,321951,1,N,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,17,0,0,927000,13638,M502,,0,0,0,0,M502,1,X,15,940638,,17C141,0,0,0,,,,,,,,,1,4,,3,,,,258,,2019,0,0,0,0,0,0,OGLE,141,,,,N,OTH,000-000-000,99 CARS SECURED ON THE MT MORRIS BRANCH ROLLED DOWN HILL DERAILING WHEN THEY HIT A DERAIL IN PLACE F,OR PROTECTION. CARS WERE ESTIMATED TO BE MOVING AT 15MPH AT THE TIME OF DERAILING. CAUSE WAS DETURMI,NED TO BE UNINTENDED MOVEMENT DUE TO TRESPASSER VANDALISM.,,,,,,,,,,,,,0,42.003.519,-89.365.955,2,3,,,,MT MORRIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,5,TRRA,19010,19,5,TRRA,19010,19,5,ALS,20190509,,,19,5,9,8,25,PM,01,9,0,0,0,,EAST ST LOUIS,7,17,60,4,1,4,E,TRRA,3,0,1,Y,ALS 1 LEAD,X,,2,INTX,390244,11,N,,,0,,3,0,0,0,0,0,0,0,0,0,53,0,70,0,0,0,0,2,0,0,20500,6512,T199,T001,0,0,0,0,T199,2,1,4,47512,,17C163,0,0,0,1,0,1,0,5,25,5,25,2,6,,3,,,,333,,2019,0,0,0,0,0,0,ST CLAIR,163,0,0,,N,CWR,000-000-000,THE EXTREME CURVATURE OF THE DIAMOND COMBINED WITH DIFFERENTIAL DEFLECTION OF THE MORE FLEXIBLE RAIL,JOINT IN CLOSE PROXIMITY TO THE OPPOSITE PART OF THE WHEEL AXLE LOADING THE MUCH STIFFER FROG PORTI,ON OF THE DIAMOND IN POOR DRAINAGE AND MUDDY CONDITIONS LIKELY WAS THE PRIMARY CONTRIBUTING CAUSE TO,THE WHEEL LIFT OF THE EMPTY CAR.,,,,,,,,,,,,3,38.597.044,-90.155.714,2,5,,,,ILLINOIS TRANSFER,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,3,UP,0319GL066,,,,,19,3,UP,0319GL066,,,19,3,21,4,45,PM,12,0,0,0,0,,MELROSE PARK,13. Mai,17,48,2,2,0,E,,,131,5,N,YARD 006,1,,2,CGCX,20382,1,Y,,,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,92,0,M411,,0,0,0,0,M411,2,1,2,21419,,17C031,0,0,0,0,0,0,0,,,,,3,4,,1,,,,310,,2019,0,0,0,0,0,0,COOK,31,,,,N,OTH,000-000-000,YPR20R-21 DERAILED 2 RAILCARS IN BOWL TRACK 6.  CGCX20382 SUSTAINED DAMAGE TO THE B-END CROSSOVER, I,T WAS BENT DUE TO HARD IMPACT FROM ARMN933921.  ARMN933921 HAD A-END MINOR DERAIL AND COMPLETE DESTR,UCTION OF SLIDING SILL.  WEPX3668 - A/B MINOR DERAIL.  THE B-END COUPLER IS BROKEN TO INCLUDE END SI,LL DAMAGE.,,,,,,,,,,,,0,41.897.901,-87.898.267,2,5,,,,PROVISO YARD,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,6,BRC,14271,19,6,NS,134402,19,6,BRC,14271,,,19,6,15,6,23,AM,01,0,0,0,0,,BEDFORD PARK,9.0,17,65,1,1,0,,,3,0,,,34EDEP,1,,2,,,0,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3818,M409,,0,0,0,0,M409,2,1,4,18111,,17C031,0,0,0,,,,,,,,,1,4,,3,,,,1043,,2019,0,0,0,0,0,0,COOK,31,,,,,CWR,000-000-000,AT 06:23 ON 6/15/19 THE OUTBOUND NS 34G-15 DERAILED ON TRACK 34 EAST DEPT. THE CREW WAS IN THE PROCE,SS OF PULLING OUT OF 34 EAST DEPT. WHEN THE CONDUCTOR NOTICED THE CARS ROCKING FROM SIDE TO SIDE AND,CALLED OUT EMERGENCY TO THE ENGINEER ON THE ASSIGNMENT. BY THE TIME THE ENGINEER WAS ABLE TO STOP T,HE TRAIN THE # 61 CAR IN THE TRAIN GFSX 510010 AND THE # 62 CAR IN THE TRAIN ECNX 165222 HAD DERAILE,D. BOTH CARS WERE EMPTY HOPPERS. MTO BILLINGSLY WAS IMMEDIATELY NOTIFIED. CAR FOREMAN SIPPLE AND M O,F WAY FOREMAN BALICH WERE ON LOCATION TO ACCESS THE DAMAGE TO CARS AND RAIL. IT WAS DETERMINED THAT,THE NDYX 829007 IN THE THE # 59 POSITION IN THE TRAIN HAD LOST THE FRONT HOPPER DOOR RELEASE RATCHET,ROD FROM THE CAR. THIS PIECE OF HARDWARE IS APPROX. 40 INCHES IN LENGTH AND HANGS UNDER THE HOPPER,DOOR AND PROVIDES MOVEMENT TO OPEN THE LOWER COMPARTMENT. IT HAS A VERY STURDY CONSTRUCTION MADE OF,SOLID STEEL. THIS PIECE FELL OFF THE NDYX 829007 AND FELL IN THE OPEN SIDE OF THE 34 EAST DEPT. SWIT,CH CAUSING THE INITIAL POINT OF DERAILMENT.,,,,,,41.763.806,-87.730.325,1,5,,,,SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,4,ALS,20190429,19,4,UP,0419MA080,19,4,ALS,20190429,,,19,4,29,7,30,PM,01,0,0,0,0,,EAST ST LOUIS,04. Aug,17,71,3,1,0,,,4,0,,,119,1,,2,,,0,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18749,T001,T303,0,0,0,0,T001,2,1,5,74170,,17C163,0,0,0,0,0,0,0,,,,,1,6,,6,,,,75,,2019,0,0,0,0,0,0,ST CLAIR,163,,,,,OTH,000-000-000,MYCAS-29 WAS PULLING INTO RECEIVING YARD AND DERAILED IN THE INBOUND POCKET,,,,,,,,,,,,,,,,3.858.695,-90.130.128,2,5,K,,,SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,6,BRC,14268,,,,,19,6,BRC,14268,,,19,6,9,12,40,PM,01,6,2,0,0,,BEDFORD PARK,9.0,17,70,2,1,7,R,759,4,0,7,Y,03EAPR,1,,2,PPRX,171175,1,N,,,0,,0,0,0,0,2,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,972408,0,H306,,0,0,0,0,H306,2,1,7,972408,,17C031,0,0,0,1,,1,,4,40,4,40,1,4,,3,,,,824,,2019,0,0,0,0,0,0,COOK,31,0,0,,N,CWR,000-000-000,AT 1240 ON JUNE 9TH 2019 THE 0759 EH WAS SHOVING WEST UP 3 EAST APPROACH AND COLLIDED AT THE TOP OF,THE HUMP WITH THE 0630 EAST HUMP ASSIGNMENT WHO WAS IN THE PROCESS OF HUMPING WESTWARD OFF OF 01EAPR,. NO ONE WAS INJURED FROM THIS INCIDENT HOWEVER THERE WAS A TOTAL OF FOURTEEN CARS DAMAGED OF WHICH,10 OF THE CARS WERE DERAILED OF THE DERAILED CARS SIX OF THEM WERE ON THEIR SIDE JUST TO THE NORTH O,F THE EAST HUMP LEADS AT THE TOP OF THE HUMP. MOST OF THE DAMAGED EQUIPMENT WERE TANK CARS IN WHICH,TWO OF THEM CLASS 9 HAZARDOUS HOWEVER THERE WAS NO PRODUCT THAT WAS EXPOSED FROM THE DAMAGE. ALL EMP,LOYEES WERE CLEARED OF THE AREA AND THE HAZARDOUS MATERIAL TEAM WERE CALLED OUT AS A PRECAUTIONARY,,AND A THOROUGH INSPECTION OF THE DAMAGED EQUIPMENT WAS PERFORMED. HULCHER WAS CALLED OUT TOCLEAN UP,AND RERAIL DAMAGED CARS.,,,,,,,1,41.768.031,-87.760.457,2,5,K,,,SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,5,IR,IR192473,,,,,19,5,IR,IR192473,,065117N,19,5,9,11,44,AM,07,0,0,0,0,,OTTAWA,.9,17,55,2,1,9,R,103,4,0,8,Y,US SILICA LEAD,1,,1,GMTX,2698,1,N,,,0,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,M303,,0,0,0,0,M303,1,1,9,3000,,17C099,0,0,0,1,0,0,0,3,44,,,1,4,,3,,,,321,,2019,0,0,0,0,0,0,LA SALLE,99,,,,N,OTH,000-000-000,SEMI TRUCK AND TRAILER TRAVELING NORTH ON BOYCE MEMORIAL DRIVE FAILED TO YIELD TO ONCOMING LOCOMOTIV,ES TRAVELING WESTBOUND ON US SILICA LEAD TRACK. CROSSING LIGHTS AND BELL WERE ACTIVATED AND WORKING.,ENGINEER WAS SOUNDING HORN AND BELL RINGING ON LOCOMOTIVE. DRIVE OF SEMI TRUCK WAS CITED BY POLICE,FOR FAILURE TO YIELD.,,,,,,,,,,,,0,41.350.555,-88.864.722,2,3,,,,OTTAWA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,4,BNSF,CH0419106,,,,,19,4,BNSF,CH0419106,,,19,4,17,11,40,AM,01,0,0,0,0,,ELWOOD,50.7,17,61,2,2,6,E,YLPC,2,6158,7,Y,4345,1,,2,DTTX,788456,16,N,,,0,,3,0,0,0,0,0,0,0,0,0,40,0,26,0,0,0,0,2,0,0,2595,1500,H504,,0,0,0,0,H504,2,1,6,4095,,17C197,0,0,0,0,0,1,1,,,4,40,1,4,,1,,,,187,,2019,0,0,0,0,0,0,WILL,197,,,,N,OTH,000-000-000,RCO Y-LPC1052-17 DERAILED 2 RAILCARS WHILE SHOVING YARD TRACK 4345 DUE TO BUFFING ACTION BECAUSE OF,TRAIN MAKEUP - LOADS AND EMPTIES CONFIGURATIONS.  NO HAZARDOUS MATERIALS WERE RELEASED.,,,,,,,,,,,,,,3,41.379.499,-88.152.982,2,5,K,,,CHILLICOTHE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,4,WC,993309,,,,,19,4,WC,993309,,,19,4,2,9,0,PM,06,19,0,0,0,,CHICAGO HTS,27.17,17,41,4,1,0,E,A491,1,11934,1,Y,TR MATTESON 27.17.85,,60.90,1,UP,4646,1,,,,0,,2,0,0,0,0,0,0,0,0,0,64,0,129,0,0,0,0,0,0,0,12500,0,E30C,,0,0,0,2,E30C,1,,20,47500,,17C031,2,0,0,1,0,1,0,7,15,7,15,3,4,,6,,,,526,,2019,0,2,0,0,0,0,COOK,31,,,,N,CWR,000-000-000,AT APPROXIMATELY 2023 CDT ON APRIL 2ND TRAIN A40891-02 (69L,45E,9R,10398T,7505F) WENT INTO EMERG,ENCY ON MAIN ONE AT MILE 25.2 ON THE MATTESON SUBDIVISION (CHICAGO HEIGHTS). AT 2123 CDT TRAIN A4919,1-02 (64L,120E,9R,11537T,9396F) REPORTED THAT THE TAIL END CAR FROM A408, LOADED SHEET METAL CAR,CN 187092,HAD ROLLED INTO THEIR LEAD MOTOR (UP 4646). ENGINEER AND CONDUCTOR WERE TRANSPORTED BY A,MBULANCE TO ST MARY HOSPITAL WITH MINOR INJURIES. NO DERAILMENT AND NO DANGEROUS GOODS INVOLVED. CAU,SE IS UNDER INVESTIGATION.,,,,,,,,,,0,41.498.176,-87.600.195,1,1,Q,,,MATTESON,,,,,,,,,,,,,,,,,,
19,7,CSX,184040,,,,,19,7,CSX,184040,,,19,7,10,8,33,PM,04,0,0,0,0,,INDIANAPOLIS,0009.0,18,85,4,1,8,E,Y294,4,0,7,Y,NORTH DEPARTURE,1,0000.0,2,CSXT,8455,2,N,,,0,N,2,0,0,0,0,1,0,0,0,0,43,0,11,0,0,1,0,0,0,0,124869,612,H306,,0,1,0,1,H306,2,1,8,143401,,18C097,0,0,0,1,0,0,0,1,3,,,1,4,,1,,,,200,,2019,0,0,0,0,0,0,MARION,97,0,0,,N,CWR,000-000-000,Y29410 WAS SHOVING OFF A CUT INTO D06 IN A WEST DIRECTION WHEN THE Y29310 CAME OUT OF D02 IN AN EAST,DIRECTION AND STRUCK THE Y29410 SIDE-SWIPING A CAR AND THE WEST ENGINE OUT OF AN EAST/WEST CONSIST.,,,,,,,,,,,,,,1,39.759.791,-86.327.526,2,5,K,,,INDIANAPOLIS TERMINA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,7,CSX,184040,,,,,19,7,CSX,184040,,,19,7,10,8,33,PM,04,0,0,0,0,,INDIANAPOLIS,0009.0,18,85,4,1,8,E,Y293,3,0,8,Y,NORTH DEPARTURE,1,0000.0,2,CSXT,4234,1,N,,,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17920,0,H306,,0,0,0,1,H306,2,1,8,143401,,18C097,1,0,0,1,0,0,0,1,33,,,3,4,,1,,,,200,,2019,0,1,0,0,0,0,MARION,97,0,0,,N,CWR,000-000-000,Y29410 WAS SHOVING OFF A CUT INTO D06 IN A WEST DIRECTION WHEN THE Y29310 CAME OUT OF D02 IN AN EAST,DIRECTION AND STRUCK THE Y29410 SIDE-SWIPING A CAR AND THE WEST ENGINE OUT OF AN EAST/WEST CONSIST.,,,,,,,,,,,,,,1,39.759.791,-86.327.526,2,5,K,,,INDIANAPOLIS TERMINA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,6,CSX,183443,,,,,19,6,CSX,183443,,,19,6,9,1,30,AM,01,0,0,0,0,,INDIANAPOLIS,0009.0,18,67,4,1,4,E,,3,0,6,N,003 CLASS,1,0000.0,2,CLSX,5022,1,Y,,,0,,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,2,0,0,0,0,70466,500,M408,,0,0,0,0,M408,2,1,4,209239,,18C097,0,0,0,0,0,0,0,,,,,1,4,,1,,,,145,,2019,0,0,0,0,0,0,MARION,97,,,,N,OTH,000-000-000,WHILE Y392-08 WAS PULLING OUT OF 004 CLASS,003 CLASS ROLLED OUT AND SIDESWIPED 004 CLASS AFTER JUMP,ING AND KNOCKING THE SKATES OFF OF 003 CLASS.,,,,,,,,,,,,,,0,39.759.791,-86.327.526,2,5,,,,INDIANAPOLIS TERMINA,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,6,UP,0619GL008,,,,,19,6,UP,0619GL008,,,19,6,6,4,57,AM,01,0,0,0,0,,STANWOOD,51.2,19,66,1,1,47,R,CBTO,3,20163,1,Y,MAIN LINE 2,4,79.5,1,UP,7356,1,,,,0,,2,0,0,0,2,2,0,0,0,0,141,0,0,0,0,35,0,0,0,0,1832923,100800,H702,,0,0,0,0,H702,1,4,47,1933723,,19C031,0,0,0,1,0,1,0,8,27,8,27,1,6,,1,,,,192,,2019,0,0,0,0,0,0,CEDAR,31,,0,,N,OTH,000-000-000,CBTOK-03 WAS OPERATING ON CLEAR WAYSIDE SIGNALS WHEN IT ENCOUNTERED AN IMPROPERLY LINED SWITCH WHICH,WAS LINED BY ENGINEERING EMPLOYEE,CAUSING TO DERAIL 2 LOCOMOTIVES AND 35 LOADED COAL CARS.,,,,,,,,,,,,,,0,41.891.922,-91.142.144,1,1,Q,J,,CLINTON SUB,,,,,,,,,,,,,,,,,,,,,,,,,,,
